standard_name,raw_names,logo_url,group_name,tvg_id,tvg_chno,tvg_shift,catchup,catchup_days,catchup_source,resolution
湖南卫视-4K,239.21.2.181:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/湖南/湖南卫视4K.png,💎 4K超高清,湖南卫视,202,0,default,7,rtsp://150.138.8.132/PLTV/88888888/224/3221227316/527738296.smil?playseek=${(b)yyyyMMddHHmmss}-${(e)yyyyMMddHHmmss},3840x2160
浙江卫视-4K,239.21.2.182:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/浙江/浙江卫视4K.png,💎 4K超高清,浙江卫视,203,0,default,7,rtsp://150.138.8.132/PLTV/88888888/224/3221227453/527738500.smil?playseek=${(b)yyyyMMddHHmmss}-${(e)yyyyMMddHHmmss},3840x2160
江苏卫视-4K,239.21.2.183:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/江苏/江苏卫视4K.png,💎 4K超高清,江苏卫视,204,0,default,7,rtsp://150.138.8.132/PLTV/88888888/224/3221227446/527738562.smil?playseek=${(b)yyyyMMddHHmmss}-${(e)yyyyMMddHHmmss},3840x2160
东方卫视-4K,239.21.2.184:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/东方卫视4K.png,💎 4K超高清,东方卫视,205,0,default,7,rtsp://150.138.8.132/PLTV/88888888/224/3221227331/527738511.smil?playseek=${(b)yyyyMMddHHmmss}-${(e)yyyyMMddHHmmss},3840x2160
北京卫视-4K,239.21.2.172:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/北京卫视4K.png,💎 4K超高清,北京卫视,206,0,default,7,rtsp://150.138.8.132/PLTV/88888888/224/3221227299/518924348.smil?playseek=${(b)yyyyMMddHHmmss}-${(e)yyyyMMddHHmmss},3840x2160
广东卫视-4K,239.21.2.173:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/广东/广东卫视4K.png,💎 4K超高清,广东卫视,207,0,default,7,rtsp://150.138.8.132/PLTV/88888888/224/3221227437/521682524.smil?playseek=${(b)yyyyMMddHHmmss}-${(e)yyyyMMddHHmmss},3840x2160
深圳卫视-4K,239.21.2.174:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/广东/深圳卫视4K.png,💎 4K超高清,深圳卫视,208,0,default,7,rtsp://150.138.8.132/PLTV/88888888/224/3221227307/521682571.smil?playseek=${(b)yyyyMMddHHmmss}-${(e)yyyyMMddHHmmss},3840x2160
山东卫视-4K,239.21.2.179:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东卫视4K.png,💎 4K超高清,山东卫视,209,0,default,7,rtsp://150.138.8.132/PLTV/88888888/224/3221227442/527218192.smil?playseek=${(b)yyyyMMddHHmmss}-${(e)yyyyMMddHHmmss},3840x2160
山东卫视-4K,239.21.2.157:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东卫视4K.png,💎 4K超高清,山东卫视,210,0,none,0,,3840x2160
四川卫视-4K,239.21.2.185:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/四川/四川卫视4K.png,💎 4K超高清,四川卫视,211,0,default,7,rtsp://150.138.8.132/PLTV/88888888/224/3221227335/527738522.smil?playseek=${(b)yyyyMMddHHmmss}-${(e)yyyyMMddHHmmss},3840x2160
金鹰卡通,239.21.2.121:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/湖南/金鹰卡通.png,🎬 特色频道,金鹰卡通,301,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002027/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
卡酷少儿,239.21.2.120:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/卡酷少儿.png,🎬 特色频道,卡酷少儿,302,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000661/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
CHC家庭影院,239.21.2.126:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/CHC家庭电影.png,🎬 特色频道,CHC家庭影院,303,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002028/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
CHC动作电影,239.21.2.128:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/CHC动作电影.png,🎬 特色频道,CHC动作电影,304,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002030/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
CHC影迷电影,239.21.2.127:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/CHC影迷电影.png,🎬 特色频道,CHC影迷电影,305,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002029/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
精彩影视,239.21.2.91:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/华数/精彩影视.png,🎬 特色频道,精彩影视,307,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002012/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
都市剧场,239.21.2.90:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/都市剧场.png,🎬 特色频道,都市剧场,308,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002022/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
金鹰纪实,239.21.1.170:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/湖南/金鹰纪实.png,🎬 特色频道,金鹰纪实,309,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000334/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
纪实科教,239.21.1.172:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/纪实科教.png,🎬 特色频道,纪实科教,310,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000332/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
法治天地,239.21.2.105:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/法治天地3.png,🎬 特色频道,法治天地,311,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002010/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
中国教育-1,239.21.2.7:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CETV/CETV1.png,🎬 特色频道,中国教育1,312,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000076/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
中学生,239.21.2.176:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CCTV/中央新影中学生.png,🎬 特色频道,中学生,313,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000673/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
中国教育-4,239.21.2.129:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CETV/CETV4.png,🎬 特色频道,中国教育4,314,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000666/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
求索纪录,239.21.2.159:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/浙江/求索纪录.png,🎬 特色频道,求索纪录,315,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000667/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
游戏风云,239.21.2.107:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/游戏风云.png,🎬 特色频道,游戏风云,316,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002024/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
生活时尚,239.21.2.103:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/生活时尚.png,🎬 特色频道,生活时尚,317,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002019/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
动漫秀场,239.21.2.92:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/动漫秀场.png,🎬 特色频道,动漫秀场,318,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002000/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
东方财经,239.21.2.108:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/东方财经.png,🎬 特色频道,东方财经,319,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002025/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
财富天下,239.21.1.127:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/广东/财富天下.png,🎬 特色频道,财富天下,320,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000607/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
中国交通,239.21.1.115:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/公安部/中国交通3.png,🎬 特色频道,中国交通,321,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000073/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
乐游,239.21.2.104:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/乐游.png,🎬 特色频道,乐游,322,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002016/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
快乐垂钓,239.21.2.97:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/湖南/快乐垂钓.png,🎬 特色频道,快乐垂钓,323,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000648/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
四海钓鱼,239.21.2.180:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/四海钓鱼.png,🎬 特色频道,四海钓鱼,324,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000674/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
文物宝库,239.21.2.109:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/河南/文物宝库.png,🎬 特色频道,文物宝库,325,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000658/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
梨园,239.21.2.101:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/河南/梨园频道.png,🎬 特色频道,梨园,326,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000656/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
武术世界,239.21.2.96:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/河南/武术世界.png,🎬 特色频道,武术世界,327,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000657/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
汽摩,239.21.2.142:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/重庆/汽摩.png,🎬 特色频道,汽摩,328,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000711/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
海洋频道,239.21.2.119:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/海洋频道.png,🎬 特色频道,海洋频道,329,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000662/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
环球旅游,239.21.2.115:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/环球旅游.png,🎬 特色频道,环球旅游,330,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000643/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
生态环境,239.21.2.160:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/生态环境.png,🎬 特色频道,生态环境,331,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000671/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
金色学堂,239.21.2.102:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/金色学堂.png,🎬 特色频道,金色学堂,332,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00002018/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
书画,239.21.2.111:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/书画.png,🎬 特色频道,书画,333,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000651/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
优漫卡通,239.21.1.50:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/优漫卡通2.png,🎬 特色频道,优漫卡通,334,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000049/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
新动漫,239.21.2.93:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/辽宁/新动漫2.png,🎬 特色频道,新动漫,335,0,default,7,rtsp://150.138.8.132/PLTV/88888888/224/3221227333/443330107.smil?playseek=${(b)yyyyMMddHHmmss}-${(e)yyyyMMddHHmmss},720x576
嘉佳卡通,239.21.2.5:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/广东/嘉佳卡通.png,🎬 特色频道,嘉佳卡通,336,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000074/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
优优宝贝,239.21.2.94:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/优优宝贝2.png,🎬 特色频道,优优宝贝,337,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000641/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
中国教育-2,239.21.2.8:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CETV/CETV2.png,🎬 特色频道,中国教育2,338,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000077/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
中华特产,239.21.2.177:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/中华特产.png,🎬 特色频道,中华特产,339,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000672/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
重温经典影视,239.21.2.77:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CCTV/重温经典影视.png,🎬 特色频道,重温经典影视,340,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000364/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
CCTV-4 美洲,239.21.2.29:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CCTV/CCTV4美洲.png,🌍 国际频道,CCTV4美洲,401,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000351/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
CCTV-4 欧洲,239.21.2.28:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CCTV/CCTV4欧洲.png,🌍 国际频道,CCTV4欧洲,402,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000350/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
CGTN,239.21.2.30:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CGTN/CGTN.png,🌍 国际频道,CGTN,403,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000352/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
CGTN,239.21.1.10:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CGTN/CGTN.png,🌍 国际频道,CGTN,404,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000009/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
CGTN英文纪录,239.21.2.31:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CGTN/CGTN纪录.png,🌍 国际频道,CGTN纪录,405,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000353/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
CGTN西班牙语,239.21.2.32:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CGTN/CGTN西语.png,🌍 国际频道,CGTN西语,406,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000354/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
CGTN法语,239.21.2.33:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CGTN/CGTN法语.png,🌍 国际频道,CGTN法语,407,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000355/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
CGTN俄语,239.21.2.35:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CGTN/CGTN俄语.png,🌍 国际频道,CGTN俄语,408,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000357/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
CGTN阿拉伯语,239.21.2.34:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CGTN/CGTN阿语.png,🌍 国际频道,CGTN阿语,409,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000356/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
山东齐鲁,239.21.1.134:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东齐鲁.png,🏠 山东省级,山东齐鲁,501,0,default,7,http://150.138.8.143/00/SNM/CHANNEL10000313/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
山东新闻,239.21.1.140:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东新闻.png,🏠 山东省级,山东新闻,502,0,default,7,http://150.138.8.143/00/SNM/CHANNEL10000314/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
山东综艺,239.21.1.177:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东综艺.png,🏠 山东省级,山东综艺,503,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000338/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
山东体育,239.21.1.141:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东体育.png,🏠 山东省级,山东体育,504,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000315/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
山东生活,239.21.1.175:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东生活.png,🏠 山东省级,山东生活,505,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000336/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
山东文旅,239.21.1.176:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东文旅.png,🏠 山东省级,山东文旅,506,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000337/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
山东农科,239.21.1.183:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东农科.png,🏠 山东省级,山东农科,507,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000339/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
山东少儿,239.21.1.208:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东少儿.png,🏠 山东省级,山东少儿,508,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000340/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
山东教育卫视,239.21.1.169:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东教育.png,🏠 山东省级,山东教育,509,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000331/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
居家购物,239.21.1.112:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东居家购物.png,🏠 山东省级,居家购物,510,0,default,7,http://150.138.8.143/00/SNM/CHANNEL00000700/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
济南综合,239.21.1.62:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/济南新闻.png,🏙️ 市级频道,济南综合,601,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000312/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
济南综合,239.21.1.94:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/济南新闻.png,🏙️ 市级频道,济南综合,602,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000312/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
济南生活,239.21.1.64:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/济南生活.png,🏙️ 市级频道,济南生活,603,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000063/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
济南都市,239.21.1.63:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/济南都市.png,🏙️ 市级频道,济南都市,604,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000062/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
济南娱乐,239.21.1.66:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/济南娱乐.png,🏙️ 市级频道,济南娱乐,605,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000065/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
济南体育,239.21.1.65:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/济南文旅体育.png,🏙️ 市级频道,济南体育,606,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000064/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
济南教育,239.21.1.133:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/济南教育.png,🏙️ 市级频道,济南教育,607,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000069/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
济南少儿,239.21.1.68:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/济南少儿.png,🏙️ 市级频道,济南少儿,608,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000067/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
济南鲁中,239.21.1.149:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/济南鲁中.png,🏙️ 市级频道,济南鲁中,609,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000244/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
青岛QTV-1,239.21.1.69:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/QTV1.png,🏙️ 市级频道,青岛QTV-1,610,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000500/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
青岛QTV-2,239.21.1.70:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/QTV2.png,🏙️ 市级频道,青岛QTV-2,611,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000501/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
青岛QTV-3,239.21.1.71:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/QTV3.png,🏙️ 市级频道,青岛QTV-3,612,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000502/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
青岛QTV-4,239.21.1.72:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/QTV4.png,🏙️ 市级频道,青岛QTV-4,613,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000503/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
青岛QTV-5,239.21.1.74:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/QTV5.png,🏙️ 市级频道,青岛QTV-5,614,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000505/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
烟台综合,239.21.1.116:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/烟台.png,🏙️ 市级频道,烟台综合,615,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000280/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
烟台经济,239.21.1.205:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/烟台.png,🏙️ 市级频道,烟台经济,616,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000282/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
烟台影视,239.21.1.204:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/烟台.png,🏙️ 市级频道,烟台影视,617,0,none,0,,1920x1080
烟台公共,239.21.1.117:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/烟台.png,🏙️ 市级频道,烟台公共,618,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000281/index.m3u8?startTime=${(b)10}&endTime=${(e)10},720x576
潍坊综合,239.21.1.77:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/潍坊综合.png,🏙️ 市级频道,潍坊综合,619,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000215/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
潍坊生活,239.21.1.78:5002,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/潍坊生活.png,🏙️ 市级频道,潍坊生活,620,0,none,0,http://150.138.8.143/00/SNM/CHANNEL00000216/index.m3u8?startTime=${(b)10}&endTime=${(e)10},1920x1080
